Time,time,V(inn),V(inp),V(n001),V(n002),V(n2v5),V(nc_01),V(nc_02),V(outa),V(outb),V(p2v5),V(sd),V(signal),V(vdd),V(vee),I(Ca),I(Cb),I(Cf),I(Cload),I(Cpara),I(Cparb),I(IOUTA),I(IOUTB),I(R1),I(R2),I(R3),I(R5),I(Ra),I(Rb),I(Rf),I(Rload),I(Rpara),I(Rparb),I(V1),I(V2),I(V3),I(V4),Ix(u1:1),Ix(u1:2),Ix(u1:3),Ix(u1:4),Ix(u1:5),Ix(u1:6),Ix(u2:1),Ix(u2:2),Ix(u2:3),Ix(u2:4),Ix(u2:5),Ix(u2:6),Ix(u3:1),Ix(u3:2),Ix(u3:3),Ix(u3:4),Ix(u3:5),Ix(u3:6)
1.2390373272345433e-06,1.2390373272345433e-06,0.00010437249,-3.8717604e-05,-0.9951857,-0.001374199,-2.5,2.5,2.5,-0.0065316665,-0.0022142422,2.5,-15.183333,13.643223,18.0,-18.0,-5.203683e-07,4.474071e-07,2.5718622e-05,-0.0028892863,-1.1826552e-07,1.0168343e-07,0.0039952574,4.7426483e-06,-0.0014083333,-0.0015183333,-0.003997149,-5.3633794e-06,0.0098865405,-9.47061e-06,0.009749824,0.62014645,6.958166e-10,-2.5811736e-10,-0.66535497,-0.033952028,-0.015883047,-0.0020039838,9.47061e-06,-0.00011099714,0.66535497,-0.032543696,-0.6328113,0.00011,-1.179329e-06,-1.2534955e-06,0.0009999558,-0.01488304,0.0138836885,0.0,-1.2192305e-06,-1.1695633e-06,0.0010040279,-0.0010000071,-4.1072312e-06,0.0
1.2483416076823547e-06,1.2483416076823547e-06,-0.00013739232,0.00012902744,-0.99661714,-8.442862e-05,-2.5,2.5,2.5,-0.0049047186,-0.0009113673,2.5,-15.183333,13.74098,18.0,-18.0,-6.2293896e-07,3.4586023e-07,1.560909e-05,-0.0017337005,-1.4157705e-07,7.86046e-08,0.003999891,1.0857513e-07,-0.0014083333,-0.0015183333,-0.0040019266,-8.572532e-07,0.009917124,-9.322871e-06,0.00981849,0.62459004,-9.159487e-10,8.601829e-10,-0.66870147,-0.03395203,-0.015918931,-0.0020085063,9.322871e-06,-8.3025436e-05,0.66870147,-0.032543696,-0.6361578,0.00011,-1.1677591e-06,-1.2697377e-06,0.0010000503,-0.014918932,0.013919051,0.0,-1.2194074e-06,-1.174003e-06,0.001008456,-0.0009999992,-8.465618e-06,0.0
1.2581072326823548e-06,1.2581072326823548e-06,-0.0004325017,0.00026393056,-0.9963234,-0.0005948126,-2.5,2.5,2.5,-0.0050618234,-0.0014094742,2.5,-15.183333,13.790881,18.0,-18.0,-7.067058e-07,2.6195923e-07,4.8947186e-06,-0.00051463995,-1.6061496e-07,5.9536188e-08,0.0039974055,2.5942456e-06,-0.0014083333,-0.0015183333,-0.0039995615,-3.4487675e-06,0.009912616,-9.1844595e-06,0.009854245,0.62685823,-2.8833447e-09,1.759537e-09,-0.6697757,-0.033952028,-0.01591244,-0.0020057654,9.1844595e-06,-5.347559e-05,0.6697757,-0.032543696,-0.637232,0.00011,-1.1555198e-06,-1.285795e-06,0.0009999598,-0.014912434,0.013912178,0.0,-1.2194481e-06,-1.1777769e-06,0.0010058058,-0.0010000068,-5.7356915e-06,0.0
1.2678728576823548e-06,1.2678728576823548e-06,-0.00071261736,0.00041139408,-0.9940654,-0.0028907992,-2.5,2.5,2.5,-0.007001662,-0.0036932856,2.5,-15.183333,13.786741,18.0,-18.0,-5.553832e-07,4.024525e-07,-5.7960287e-06,0.00070118543,-1.2622345e-07,9.146648e-08,0.003987402,1.25977e-05,-0.0014083333,-0.0015183333,-0.0039893687,-1.3261821e-05,0.009870637,-9.047196e-06,0.009852674,0.62667006,-4.7507824e-09,2.7426272e-09,-0.6683594,-0.033952028,-0.01586494,-0.0020001007,9.047196e-06,-2.376016e-05,0.6683594,-0.032543696,-0.63581574,0.00011,-1.1543948e-06,-1.280041e-06,0.0010000467,-0.014860812,0.013860006,0.0,-1.2300475e-06,-1.1607818e-06,0.0010000538,-0.0010041295,4.214625e-06,0.0
1.2776384826823548e-06,1.2776384826823548e-06,-0.0009581631,0.0005880545,-0.9899582,-0.007068937,-2.5,2.5,2.5,-0.010821531,-0.007857691,2.5,-15.183333,13.728624,18.0,-18.0,-5.509478e-07,3.9350866e-07,-1.6443859e-05,0.0019173103,-1.2521541e-07,8.943378e-08,0.003969919,3.0081288e-05,-0.0014083333,-0.0015183333,-0.0039718878,-3.075097e-05,0.009791368,-8.892376e-06,0.00981389,0.6240284,-6.387754e-09,3.9203636e-09,-0.6644522,-0.033952028,-0.01578602,-0.0019999177,8.892376e-06,6.079082e-06,0.6644522,-0.032543696,-0.63190854,0.00011,-1.1475809e-06,-1.2866586e-06,0.0009999631,-0.014764428,0.013763255,0.0,-1.2346883e-06,-1.156544e-06,0.0009999544,-0.0010215922,2.1858594e-05,0.0
1.2874041076823548e-06,1.2874041076823548e-06,-0.0012311946,0.0007318025,-0.9840762,-0.013169248,-2.5,2.5,2.5,-0.01656765,-0.013945079,2.5,-15.183333,13.6166115,18.0,-18.0,-6.7922286e-07,2.5416213e-07,-2.7083153e-05,0.0031295582,-1.5436883e-07,5.7764122e-08,0.003945021,5.4979206e-05,-0.0014083333,-0.0015183333,-0.0039471686,-5.582751e-05,0.009675086,-8.7467e-06,0.009737985,0.6189369,-8.207964e-09,4.8786832e-09,-0.6580619,-0.033952028,-0.015670799,-0.0020000932,8.7467e-06,3.5816367e-05,0.6580619,-0.032543696,-0.6255182,0.00011,-1.1339492e-06,-1.3061327e-06,0.0010000434,-0.014623962,0.013622254,0.0,-1.2324615e-06,-1.165108e-06,0.0010000499,-0.0010468364,4.7080808e-05,0.0
1.2971697326823549e-06,1.2971697326823549e-06,-0.0015118321,0.0008613754,-0.976306,-0.021036178,-2.5,2.5,2.5,-0.024083588,-0.021800227,2.5,-15.183333,13.451154,18.0,-18.0,-5.8521783e-07,3.2964167e-07,-3.7609672e-05,0.0043252907,-1.3300405e-07,7.491856e-08,0.0039128023,8.7197746e-05,-0.0014083333,-0.0015183333,-0.0039148363,-8.7941975e-05,0.009522225,-8.613877e-06,0.009625169,0.6114161,-1.0078881e-08,5.7425025e-09,-0.649222,-0.033952028,-0.015518064,-0.0019999247,8.613877e-06,6.5335604e-05,0.649222,-0.032543696,-0.61667836,0.00011,-1.130204e-06,-1.305607e-06,0.0009999664,-0.014439142,0.013437061,0.0,-1.2395944e-06,-1.1545378e-06,0.0009999583,-0.0010789216,7.93281e-05,0.0
1.3069353576823549e-06,1.3069353576823549e-06,-0.0017500666,0.001023652,-0.9666995,-0.030663941,-2.5,2.5,2.5,-0.033361524,-0.031415023,2.5,-15.183333,13.232991,18.0,-18.0,-4.881715e-07,4.0151176e-07,-4.794942e-05,0.005504236,-1.10948065e-07,9.125267e-08,0.0038733843,0.00012661563,-0.0014083333,-0.0015183333,-0.0038752987,-0.00012725941,0.00933338,-8.467683e-06,0.009475967,0.6014996,-1.1667111e-08,6.8243464e-09,-0.63796705,-0.033952028,-0.015329664,-0.0020000865,8.467683e-06,9.463783e-05,0.63796705,-0.032543696,-0.6054234,0.00011,-1.1278086e-06,-1.3035922e-06,0.0010000402,-0.014211267,0.013208678,0.0,-1.2474977e-06,-1.1433608e-06,0.0010000463,-0.001118396,0.00011879172,0.0
1.316700982682355e-06,1.316700982682355e-06,-0.0019913013,0.0011721617,-0.95540833,-0.04212883,-2.5,2.5,2.5,-0.044483095,-0.04286692,2.5,-15.183333,12.962849,18.0,-18.0,-5.987355e-07,2.676136e-07,-5.8145597e-05,0.0066673094,-1.3607625e-07,6.082127e-08,0.0038269155,0.00017308453,-0.0014083333,-0.0015183333,-0.0038289842,-0.00017389956,0.009109252,-8.321165e-06,0.009290951,0.5892204,-1.3275343e-08,7.814411e-09,-0.62432957,-0.033952024,-0.015106208,-0.0019999312,8.321165e-06,0.00012355346,0.62432957,-0.032543696,-0.5917859,0.00011,-1.1158904e-06,-1.3205463e-06,0.0009999693,-0.013941183,0.012938237,0.0,-1.2456546e-06,-1.151293e-06,0.0009999617,-0.0011650254,0.0001655784,0.0
1.326466607682355e-06,1.326466607682355e-06,-0.0022543261,0.0012878216,-0.9423867,-0.055299688,-2.5,2.5,2.5,-0.05731933,-0.056026414,2.5,-15.183333,12.641686,18.0,-18.0,-5.863485e-07,2.535036e-07,-6.8145055e-05,0.0078030117,-1.3326103e-07,5.7614457e-08,0.0037735705,0.0002264295,-0.0014083333,-0.0015183333,-0.003775632,-0.00022725908,0.008850674,-8.193089e-06,0.009070718,0.5746221,-1.502884e-08,8.585477e-09,-0.6083653,-0.033952024,-0.014848272,-0.0020000802,8.193089e-06,0.00015189922,0.6083653,-0.032543696,-0.57582164,0.00011,-1.1089385e-06,-1.3269405e-06,0.0010000374,-0.013629743,0.012626306,0.0,-1.2483179e-06,-1.1492692e-06,0.0010000429,-0.0012185294,0.00021906599,0.0
1.336232232682355e-06,1.336232232682355e-06,-0.0024826871,0.0014246488,-0.9276248,-0.07007078,-2.5,2.5,2.5,-0.0717614,-0.07078583,2.5,-15.183333,12.270836,18.0,-18.0,-4.4255518e-07,3.6298508e-07,-7.7839606e-05,0.008906003,-1.0058072e-07,8.249661e-08,0.0037135503,0.00028644982,-0.0014083333,-0.0015183333,-0.0037154302,-0.00028713024,0.008558635,-8.061458e-06,0.008816141,0.5577653,-1.6551247e-08,9.497659e-09,-0.59014124,-0.033952024,-0.014556224,-0.001999937,8.061458e-06,0.0001796672,0.59014124,-0.032543696,-0.5575976,0.00011,-1.10895e-06,-1.3203916e-06,0.0009999721,-0.013277839,0.012274064,0.0,-1.2572036e-06,-1.135399e-06,0.000999965,-0.0012783856,0.00027906877,0.0
1.345997857682355e-06,1.345997857682355e-06,-0.0026889853,0.0015681802,-0.91129655,-0.08650297,-2.5,2.5,2.5,-0.087873064,-0.08720569,2.5,-15.183333,11.851679,18.0,-18.0,-4.869425e-07,2.8370974e-07,-8.724796e-05,0.009979556,-1.1066874e-07,6.447949e-08,0.0036470804,0.00035291954,-0.0014083333,-0.0015183333,-0.0036490264,-0.0003536994,0.0082342345,-7.922456e-06,0.008528251,0.5387127,-1.7926569e-08,1.0454534e-08,-0.56971776,-0.033952024,-0.014232585,-0.0020000746,7.922456e-06,0.00020676844,0.56971776,-0.032543693,-0.5371741,0.00011,-1.1010382e-06,-1.3303276e-06,0.0010000347,-0.012887485,0.011883261,0.0,-1.2577011e-06,-1.1385054e-06,0.0010000397,-0.0013450999,0.00034577693,0.0
1.355763482682355e-06,1.355763482682355e-06,-0.0029173968,0.0016740793,-0.8934505,-0.10452034,-2.5,2.5,2.5,-0.10558279,-0.10521225,2.5,-15.183333,11.385681,18.0,-18.0,-5.421884e-07,1.9342949e-07,-9.637057e-05,0.011016411,-1.2322464e-07,4.3961247e-08,0.0035744116,0.00042558849,-0.0014083333,-0.0015183333,-0.0035764382,-0.00042648363,0.007878677,-7.800528e-06,0.008208046,0.517531,-1.9449313e-08,1.11605285e-08,-0.5471699,-0.033952024,-0.013877533,-0.0019999426,7.800528e-06,0.00023299805,0.5471699,-0.032543693,-0.51462626,0.00011,-1.092001e-06,-1.3418835e-06,0.0009999746,-0.012459658,0.011455116,0.0,-1.2566231e-06,-1.1436887e-06,0.0009999681,-0.0014178758,0.0004186831,0.0
1.365529107682355e-06,1.365529107682355e-06,-0.0031281372,0.0017806562,-0.87404877,-0.12395228,-2.5,2.5,2.5,-0.12471772,-0.12463406,2.5,-15.183333,10.874677,18.0,-18.0,-4.073229e-07,2.867631e-07,-0.00010509935,0.012007424,-9.257339e-08,6.517344e-08,0.0034958168,0.0005041832,-0.0014083333,-0.0015183333,-0.0034976732,-0.0005049515,0.0074933106,-7.68636e-06,0.00785671,0.4943035,-2.0854248e-08,1.1871041e-08,-0.52259135,-0.033952024,-0.013492412,-0.0020000692,7.68636e-06,0.0002583004,0.52259135,-0.032543693,-0.49004766,0.00011,-1.09211e-06,-1.3356428e-06,0.0010000323,-0.011995943,0.010990984,0.0,-1.2639106e-06,-1.1321522e-06,0.001000037,-0.0014964689,0.00049726514,0.0
1.375294732682355e-06,1.375294732682355e-06,-0.0033002459,0.0019067813,-0.85323757,-0.1447987,-2.5,2.5,2.5,-0.14527783,-0.14546956,2.5,-15.183333,10.320647,18.0,-18.0,-3.6812966e-07,2.8150666e-07,-0.000113409595,0.012954918,-8.366583e-08,6.397879e-08,0.0034115922,0.0005884078,-0.0014083333,-0.0015183333,-0.003413403,-0.00058917864,0.0070795976,-7.563255e-06,0.007475661,0.46912032,-2.2001638e-08,1.2711876e-08,-0.49607134,-0.033952024,-0.013078932,-0.0019999477,7.563255e-06,0.00028265367,0.49607134,-0.032543693,-0.46352768,0.00011,-1.0889742e-06,-1.3369992e-06,0.0009999768,-0.011498239,0.010493001,0.0,-1.2672753e-06,-1.1290239e-06,0.000999971,-0.0015806926,0.0005816154,0.0
1.385060357682355e-06,1.385060357682355e-06,-0.0034818563,0.0020039086,-0.83115286,-0.16703671,-2.5,2.5,2.5,-0.16724516,-0.16769761,2.5,-15.183333,9.725571,18.0,-18.0,-4.5013445e-07,1.5611023e-07,-0.000121336,0.013856858,-1.0230328e-07,3.5479598e-08,0.0033220546,0.0006779453,-0.0014083333,-0.0015183333,-0.00332398,-0.000678878,0.0066390773,-7.450931e-06,0.007066297,0.4420714,-2.3212374e-08,1.3359391e-08,-0.46770316,-0.033952024,-0.012639185,-0.0020000644,7.450931e-06,0.0003058839,0.46770316,-0.032543693,-0.4351595,0.00011,-1.0800578e-06,-1.3496508e-06,0.00100003,-0.010968669,0.009963057,0.0,-1.2643504e-06,-1.137652e-06,0.0010000343,-0.0016705161,0.00067142706,0.0
1.3948259826823551e-06,1.3948259826823551e-06,-0.0036631292,0.0020812051,-0.8077745,-0.19048075,-2.5,2.5,2.5,-0.19043393,-0.19113314,2.5,-15.183333,9.091691,18.0,-18.0,-3.6660853e-07,1.9215618e-07,-0.00012880299,0.014703224,-8.3320124e-08,4.3671857e-08,0.0032275412,0.00077245873,-0.0014083333,-0.0015183333,-0.003229363,-0.0007733412,0.0061734053,-7.354957e-06,0.006630089,0.41325867,-2.442086e-08,1.38747005e-08,-0.4376004,-0.03395202,-0.0121736,-0.0019999524,7.354957e-06,0.00032788079,0.4376004,-0.032543693,-0.40505674,0.00011,-1.0786752e-06,-1.347237e-06,0.0009999789,-0.010408631,0.009402769,0.0,-1.2681974e-06,-1.1321633e-06,0.0009999735,-0.0017649687,0.0007659862,0.0
1.4045916076823551e-06,1.4045916076823551e-06,-0.003802243,0.0021786576,-0.7831956,-0.21504875,-2.5,2.5,2.5,-0.21476008,-0.2156922,2.5,-15.183333,8.4214945,18.0,-18.0,-2.6018245e-07,2.4692554e-07,-0.00013574566,0.015493167,-5.9132372e-08,5.6119443e-08,0.0031284075,0.0008715924,-0.0014083333,-0.0015183333,-0.003130094,-0.0008723992,0.0056843553,-7.2543585e-06,0.006168753,0.38279518,-2.5348285e-08,1.45243835e-08,-0.4058787,-0.03395202,-0.011684771,-0.00200006,7.2543585e-06,0.0003486522,0.4058787,-0.03254369,-0.37333503,0.00011,-1.079538e-06,-1.3415348e-06,0.0010000279,-0.009820634,0.008814449,0.0,-1.2734713e-06,-1.1243952e-06,0.001000032,-0.0018641372,0.00086514483,0.0
1.4143572326823552e-06,1.4143572326823552e-06,-0.0039313193,0.0022634405,-0.7576041,-0.24074171,-2.5,2.5,2.5,-0.24022844,-0.24137655,2.5,-15.183333,7.717441,18.0,-18.0,-3.213841e-07,1.3507258e-07,-0.00014220271,0.016228657,-7.304184e-08,3.0698317e-08,0.003025027,0.0009749731,-0.0014083333,-0.0015183333,-0.0030267984,-0.00097592437,0.0051737567,-7.156992e-06,0.0056840493,0.35079277,-2.6208795e-08,1.5089602e-08,-0.37264964,-0.03395202,-0.011174604,-0.0019999568,7.156992e-06,0.00036809006,0.37264964,-0.03254369,-0.34010595,0.00011,-1.0730682e-06,-1.3507921e-06,0.0009999808,-0.009206944,0.008200555,0.0,-1.2708094e-06,-1.1321446e-06,0.0009999758,-0.0019676606,0.00096876733,0.0
1.4241228576823552e-06,1.4241228576823552e-06,-0.0040700883,0.0023156886,-0.7310359,-0.26740286,-2.5,2.5,2.5,-0.26668411,-0.26803076,2.5,-15.183333,6.982122,18.0,-18.0,-3.0385283e-07,1.00337076e-07,-0.00014814774,0.01690188,-6.9057464e-08,2.2803881e-08,0.0029177882,0.0010822117,-0.0014083333,-0.0015183333,-0.0029195414,-0.001083207,0.004643518,-7.0792157e-06,0.0051777186,0.31736916,-2.713392e-08,1.5437925e-08,-0.33804053,-0.03395202,-0.0106447665,-0.0020000557,7.0792157e-06,0.0003860528,0.33804053,-0.03254369,-0.30549687,0.00011,-1.0699003e-06,-1.3531655e-06,0.001000026,-0.008569726,0.0075630597,0.0,-1.2707234e-06,-1.13381e-06,0.0010000297,-0.0020750412,0.0010761278,0.0
1.4338884826823552e-06,1.4338884826823552e-06,-0.0041751596,0.0023774807,-0.70353526,-0.29487756,-2.5,2.5,2.5,-0.29397,-0.29549888,2.5,-15.183333,6.2183967,18.0,-18.0,-1.695575e-07,1.7807278e-07,-0.00015349775,0.017508516,-3.8535795e-08,4.0471086e-08,0.0028070952,0.0011929048,-0.0014083333,-0.0015183333,-0.0028086752,-0.0011937954,0.0040956526,-7.0049164e-06,0.0046516904,0.2826544,-2.7834398e-08,1.584987e-08,-0.30218774,-0.03395202,-0.010096772,-0.0019999607,7.0049164e-06,0.00040253994,0.30218774,-0.03254369,-0.26964408,0.00011,-1.0730026e-06,-1.3439551e-06,0.0009999826,-0.007911154,0.006904328,0.0,-1.2760222e-06,-1.1249726e-06,0.000999978,-0.002185618,0.0011867904,0.0
1.4436541076823552e-06,1.4436541076823552e-06,-0.0042517963,0.0024426766,-0.67529565,-0.32315123,-2.5,2.5,2.5,-0.32207298,-0.32376578,2.5,-15.183333,5.4291434,18.0,-18.0,-1.7573645e-07,1.15674126e-07,-0.00015826944,0.018052084,-3.99401e-08,2.6289575e-08,0.0026933646,0.0013066354,-0.0014083333,-0.0015183333,-0.0026949553,-0.001307606,0.0035322267,-6.9286552e-06,0.0041080117,0.24677925,-2.8345308e-08,1.6284512e-08,-0.26522058,-0.033952016,-0.009533747,-0.0020000518,6.9286552e-06,0.00041751555,0.26522058,-0.03254369,-0.23267691,0.00011,-1.0705321e-06,-1.3467085e-06,0.0010000241,-0.007234224,0.0062271818,0.0,-1.2750487e-06,-1.1287839e-06,0.0010000278,-0.0022995225,0.0013006773,0.0
1.4534197326823553e-06,1.4534197326823553e-06,-0.0043372856,0.002474173,-0.6464242,-0.35211757,-2.5,2.5,2.5,-0.35089016,-0.3527269,2.5,-15.183333,4.6172433,18.0,-18.0,-2.0944428e-07,2.6236187e-08,-0.00016248137,0.018528894,-4.7600974e-08,5.96277e-09,0.002577024,0.0014229759,-0.0014083333,-0.0015183333,-0.0025786622,-0.0014240632,0.0029553403,-6.869672e-06,0.0035486666,0.20987469,-2.8915236e-08,1.6494488e-08,-0.22727565,-0.033952016,-0.008957128,-0.0019999642,6.869672e-06,0.000430845,0.22727565,-0.032543685,-0.19473198,0.00011,-1.0665574e-06,-1.3522188e-06,0.0009999842,-0.006541159,0.0055340026,0.0,-1.2718832e-06,-1.1360181e-06,0.0009999801,-0.002415969,0.0014171936,0.0
1.4631853576823553e-06,1.4631853576823553e-06,-0.004404066,0.0024988707,-0.6169433,-0.3815829,-2.5,2.5,2.5,-0.38022602,-0.38218805,2.5,-15.183333,3.7858002,18.0,-18.0,-9.14418e-08,8.5041805e-08,-0.00016606168,0.0189326,-2.0782226e-08,1.9327683e-08,0.0024585119,0.0015414881,-0.0014083333,-0.0015183333,-0.0024599968,-0.001542497,0.0023671729,-6.8226386e-06,0.002975733,0.17208183,-2.936044e-08,1.6659138e-08,-0.18850258,-0.033952016,-0.008368968,-0.0020000483,6.8226386e-06,0.00044249854,0.18850258,-0.032543685,-0.1559589,0.00011,-1.0700131e-06,-1.3433954e-06,0.0010000225,-0.0058344905,0.0048271697,0.0,-1.2752619e-06,-1.1299633e-06,0.0010000259,-0.0025344773,0.0015356743,0.0
1.4729509826823553e-06,1.4729509826823553e-06,-0.0044318913,0.0025361206,-0.58701324,-0.41148528,-2.5,2.5,2.5,-0.41001794,-0.41208604,2.5,-15.183333,2.9380004,18.0,-18.0,-3.3927943e-08,8.279131e-08,-0.00016899437,0.019265871,-7.710896e-09,1.8816207e-08,0.002338274,0.001661726,-0.0014083333,-0.0015183333,-0.0023396842,-0.0016627366,0.0017699529,-6.7728924e-06,0.0023914417,0.13354547,-2.9545943e-08,1.6907471e-08,-0.14904572,-0.033952016,-0.0077717192,-0.0019999677,6.7728924e-06,0.0004524943,0.14904572,-0.032543685,-0.11650205,0.00011,-1.0718323e-06,-1.3389599e-06,0.0009999856,-0.005117015,0.0041096373,0.0,-1.2762239e-06,-1.1291029e-06,0.000999982,-0.002654704,0.0016559637,0.0
1.4827166076823553e-06,1.4827166076823553e-06,-0.004458253,0.0025487503,-0.5568003,-0.4417645,-2.5,2.5,2.5,-0.44020903,-0.44236183,2.5,-15.183333,2.076956,18.0,-18.0,-8.484694e-08,-2.5887056e-08,-0.00017132309,0.019529339,-1.9283396e-08,-5.8834217e-09,0.0022167629,0.0017832371,-0.0014083333,-0.0015183333,-0.002218241,-0.0017843905,0.0011659125,-6.7345213e-06,0.001797975,0.0944071,-2.9721686e-08,1.6991669e-08,-0.10904808,-0.033952016,-0.007168065,-0.002000045,6.7345213e-06,0.0004607395,0.10904809,-0.032543685,-0.07650441,0.00011,-1.0687647e-06,-1.3443449e-06,0.001000021,-0.0043916362,0.0033841536,0.0,-1.2716448e-06,-1.1386265e-06,0.0010000241,-0.0027764281,0.001777656,0.0
1.4924822326823554e-06,1.4924822326823554e-06,-0.0044802725,0.0025396743,-0.52633995,-0.47222948,-2.5,2.5,2.5,-0.47060803,-0.472825,2.5,-15.183333,1.2059002,18.0,-18.0,-1.4365109e-08,-1.5006206e-08,-0.00017300996,0.019716952,-3.2647975e-09,-3.4105012e-09,0.002094436,0.0019055641,-0.0014083333,-0.0015183333,-0.002095822,-0.0019067035,0.00055731926,-6.713745e-06,0.0011975059,0.054813646,-2.9868485e-08,1.693116e-08,-0.06866487,-0.033952013,-0.006559353,-0.0019999708,6.713745e-06,0.00046717667,0.06866487,-0.032543685,-0.03612119,0.00011,-1.0713393e-06,-1.338564e-06,0.000999987,-0.0036606344,0.0026531413,0.0,-1.27188e-06,-1.1378963e-06,0.0009999837,-0.0028987185,0.0018999897,0.0
1.5022478576823554e-06,1.5022478576823554e-06,-0.004463628,0.0025424976,-0.4957412,-0.5027605,-2.5,2.5,2.5,-0.5010929,-0.50335425,2.5,-15.183333,0.32819012,18.0,-18.0,8.935898e-08,2.7727221e-08,-0.00017401348,0.019829154,2.0308859e-08,6.301641e-09,0.0019717535,0.0020282464,-0.0014083333,-0.0015183333,-0.0019730022,-0.0020293295,-5.351741e-05,-6.6938683e-06,0.000592345,0.014917733,-2.9757521e-08,1.6949985e-08,-0.03254368,-0.038445104,-0.005948421,-0.0020000422,6.6938683e-06,0.00047184897,0.032543685,-0.037036773,0.0044930894,0.00011,-1.0765295e-06,-1.3286539e-06,0.0010000195,-0.0029270214,0.0019194848,0.0,-1.2739031e-06,-1.1339288e-06,0.0010000226,-0.0030213997,0.0020226357,0.0
1.5120134826823554e-06,1.5120134826823554e-06,-0.004430921,0.0025349048,-0.46519706,-0.53331906,-2.5,2.5,2.5,-0.5316274,-0.53391147,2.5,-15.183333,-0.552909,18.0,-18.0,5.8006634e-08,-6.1937854e-08,-0.00017437781,0.01986965,1.31833255e-08,-1.4076785e-08,0.0018491774,0.0021508227,-0.0014083333,-0.0015183333,-0.0018504664,-0.002152024,-0.0006643036,-6.678911e-06,-1.5201169e-05,-0.02513223,-2.9539473e-08,1.6899364e-08,-0.03254368,-0.079143465,-0.005337725,-0.0019999738,6.678911e-06,0.00047472463,0.032543655,-0.077735096,0.04519146,0.00011,-1.076039e-06,-1.3305703e-06,0.0009999883,-0.002193651,0.0011861627,0.0,-1.2696105e-06,-1.1423014e-06,0.0009999854,-0.0031440738,0.002145345,0.0
1.5217791076823555e-06,1.5217791076823555e-06,-0.004401838,0.0024978768,-0.43478268,-0.5637506,-2.5,2.5,2.5,-0.5620582,-0.5643434,2.5,-15.183333,-1.4341335,18.0,-18.0,7.3030044e-08,-1.0489504e-07,-0.00017410726,0.0198348,1.6597738e-08,-2.3839782e-08,0.001727169,0.002272831,-0.0014083333,-0.0015183333,-0.0017284371,-0.0022740904,-0.0012727554,-6.6826246e-06,-0.0006229109,-0.06518789,-2.9345586e-08,1.6652512e-08,-0.03254368,-0.11977171,-0.0047293426,-0.0020000394,6.6826246e-06,0.00047573727,0.032543685,-0.11836339,0.08581971,0.00011,-1.0775527e-06,-1.3283723e-06,0.0010000182,-0.0014631592,0.00045568167,0.0,-1.2666e-06,-1.1472673e-06,0.0010000211,-0.0032661832,0.0022674077,0.0
1.527028400346735e-06,1.527028400346735e-06,-0.0043745823,0.0024773185,-0.4184964,-0.5799908,-2.5,2.5,2.5,-0.5783068,-0.5805841,2.5,-15.183333,-1.9067886,18.0,-18.0,1.5542957e-07,-6.7425916e-08,-0.00017367788,0.019783536,3.5324902e-08,-1.5324071e-08,0.0016619813,0.0023380187,-0.0014083333,-0.0015183333,-0.0016631399,-0.0023392292,-0.0015981039,-6.6890743e-06,-0.00094891555,-0.08667221,-2.916388e-08,1.6515457e-08,-0.032543685,-0.14153035,-0.0044037392,-0.0019999773,6.6890743e-06,0.00047551052,0.032543685,-0.14012201,0.10757834,0.00011,-1.0820769e-06,-1.3200982e-06,0.0009999899,-0.0010724498,6.503591e-05,0.0,-1.2677158e-06,-1.1444471e-06,0.0009999875,-0.0033312892,0.0023325402,0.0
1.5293499976426309e-06,1.5293499976426309e-06,-0.004356417,0.0024711143,-0.41131648,-0.587142,-2.5,2.5,2.5,-0.5854636,-0.58773553,2.5,-15.183333,-2.1154017,18.0,-18.0,1.8884734e-07,-5.016099e-08,-0.0001734218,0.01975382,4.291985e-08,-1.1400224e-08,0.001633264,0.002366736,-0.0014083333,-0.0015183333,-0.0016343778,-0.0023679242,-0.0017414712,-6.691191e-06,-0.001092813,-0.09615463,-2.9042779e-08,1.6474095e-08,-0.03254369,-0.1511267,-0.00435894,-0.0020986316,6.691191e-06,0.00047523642,0.032543685,-0.14971836,0.11717468,0.00011,-1.084115e-06,-1.3165394e-06,0.0010986143,-0.0009989254,-0.00010709343,0.0,-1.2683232e-06,-1.1430542e-06,0.0010000173,-0.0033600144,0.0023612329,0.0
1.5316918806327225e-06,1.5316918806327225e-06,-0.0043354672,0.002466043,-0.40409672,-0.5943389,-2.5,2.5,2.5,-0.5926674,-0.59493256,2.5,-15.183333,-2.3254979,18.0,-18.0,2.0475571e-07,-4.51185e-08,-0.00017312368,0.019719657,4.6535387e-08,-1.02542055e-08,0.0016043747,0.0023956252,-0.0014083333,-0.0015183333,-0.0016054668,-0.0023968068,-0.001885707,-6.6927128e-06,-0.0012377361,-0.10570445,-2.8903116e-08,1.6440287e-08,-0.03254369,-0.16078697,-0.004389784,-0.0022737603,6.6927128e-06,0.00047484736,0.032543685,-0.15937865,0.12683496,0.00011,-1.0854366e-06,-1.3144934e-06,0.001273768,-0.0010009105,-0.00028024023,0.0,-1.2684076e-06,-1.1427405e-06,0.0009999922,-0.0033888733,0.0023901141,0.0
