Time,V(inn),V(inp),V(n001),V(n002),V(n2v5),V(nc_01),V(nc_02),V(outa),V(outb),V(p2v5),V(sd),V(signal),V(vdd),V(vee),I(BIOUTA),I(BIOUTB),I(Ca),I(Cb),I(Cf),I(Cload),I(Cpara),I(Cparb),I(R1),I(R2),I(R3),I(R5),I(Ra),I(Rb),I(Rf),I(Rload),I(Rpara),I(Rparb),I(V1),I(V2),I(V3),I(V4),Ix(xu1:1),Ix(xu1:2),Ix(xu1:3),Ix(xu1:4),Ix(xu1:5),Ix(xu1:6),Ix(xu2:1),Ix(xu2:2),Ix(xu2:3),Ix(xu2:4),Ix(xu2:5),Ix(xu2:6),Ix(xu3:1),Ix(xu3:2),Ix(xu3:3),Ix(xu3:4),Ix(xu3:5),Ix(xu3:6)
3.038235324499157e-07,-0.006449984,0.0042812317,-0.4531782,-0.5455832,-2.5,2.5,2.5,-0.5402842,-0.546289,2.5,-15.183333,0.71477157,18.0,-18.0,0.0017930248,0.0022069751,2.8236337e-07,-1.9526598e-07,-0.0003791308,0.033245184,6.41735e-08,-4.4378634e-08,-0.0014083333,-0.0015183333,-0.0017940891,-0.0022082909,-0.0005807071,-5.041756e-06,0.00059764565,0.032489616,-4.2999893e-08,2.8541544e-08,-0.032543685,-0.03448907,-0.005423707,-0.0020000073,5.041756e-06,0.0007992219,0.03254368,-0.033080734,0.0005370513,0.00011,-1.0285495e-06,-1.3678964e-06,0.0010000035,-0.002222582,0.0012133821,0.0,-1.3134452e-06,-1.1044943e-06,0.0010000037,-0.0032011252,0.0022032491,0.0
3.085294148499144e-07,-0.0063814563,0.004234082,-0.4282619,-0.57046944,-2.5,2.5,2.5,-0.5651437,-0.5711769,2.5,-15.183333,0.002301097,18.0,-18.0,0.0016933371,0.002306663,3.5824155e-07,-2.45489e-07,-0.00038052184,0.033356998,8.1418534e-08,-5.5792952e-08,-0.0014083333,-0.0015183333,-0.001694299,-0.0023080464,-0.00091254537,-5.0531457e-06,0.0002702118,0.00010459532,-4.2543043e-08,2.8227214e-08,-0.032543685,-0.06731473,-0.005091785,-0.0020000073,5.0531457e-06,0.0008022353,0.03254368,-0.06590639,0.033362713,0.00011,-1.0339564e-06,-1.3590354e-06,0.0010000035,-0.0017909018,0.0007817537,0.0,-1.3098152e-06,-1.1104105e-06,0.0010000037,-0.0033008833,0.002302993,0.0
3.1264706194991327e-07,-0.0063082487,0.004184062,-0.40660316,-0.5920975,-2.5,2.5,2.5,-0.58676887,-0.59280753,2.5,-15.183333,-0.62239516,18.0,-18.0,0.0016067373,0.0023932627,4.2390573e-07,-2.8892296e-07,-0.0003809505,0.033385716,9.634221e-08,-6.566431e-08,-0.0014083333,-0.0015183333,-0.0016076101,-0.002394705,-0.0012011048,-5.07138e-06,-1.6964896e-05,-0.028290689,-4.2054992e-08,2.789375e-08,-0.032543685,-0.09602634,-0.0048031295,-0.0020000073,5.07138e-06,0.00080318935,0.03254368,-0.094618,0.062074322,0.00011,-1.0390328e-06,-1.3509697e-06,0.0010000035,-0.0014155891,0.0004065053,0.0,-1.3064118e-06,-1.1157913e-06,0.0010000037,-0.0033875403,0.0023896338,0.0
3.167647090499121e-07,-0.006222827,0.0041259644,-0.38512173,-0.61354417,-2.5,2.5,2.5,-0.6082318,-0.6142578,2.5,-15.183333,-1.2470247,18.0,-18.0,0.0015208981,0.0024791018,4.8874665e-07,-3.3180078e-07,-0.00038064242,0.033349868,1.1107878e-07,-7.540927e-08,-0.0014083333,-0.0015183333,-0.0015216824,-0.0024806028,-0.0014874003,-5.097295e-06,-0.0003041871,-0.05668294,-4.1485514e-08,2.7506427e-08,-0.032543685,-0.124669656,-0.004516717,-0.0020000073,5.097295e-06,0.0008025708,0.032543685,-0.12326132,0.090717636,0.00011,-1.0444207e-06,-1.3426296e-06,0.0010000035,-0.0010432842,3.428209e-05,0.0,-1.3028028e-06,-1.1213524e-06,0.0010000038,-0.0034734327,0.0024755057,0.0
3.1735294434991196e-07,-0.006209636,0.004117011,-0.3820699,-0.61659074,-2.5,2.5,2.5,-0.6112822,-0.617305,2.5,-15.183333,-1.3361815,18.0,-18.0,0.0015087072,0.0024912928,4.9793465e-07,-3.3787637e-07,-0.0003805383,0.033339478,1.1316696e-07,-7.679008e-08,-0.0014083333,-0.0015183333,-0.0015094789,-0.0024928022,-0.0015280825,-5.101621e-06,-0.00034519014,-0.060735527,-4.1397573e-08,2.7446742e-08,-0.032543685,-0.12875275,-0.0044898996,-0.0020138905,5.101621e-06,0.0008023541,0.032543685,-0.12734441,0.09480073,0.00011,-1.0452153e-06,-1.3414168e-06,0.0010138868,-0.0010042686,-1.8603632e-05,0.0,-1.3022709e-06,-1.122161e-06,0.0010000038,-0.003485631,0.0024877007,0.0
3.178692873607632e-07,-0.006197855,0.004109019,-0.37939477,-0.61926115,-2.5,2.5,2.5,-0.6139564,-0.6199759,2.5,-15.183333,-1.4144177,18.0,-18.0,0.0014980221,0.0025019778,5.059892e-07,-3.4320448e-07,-0.00038043447,0.03332927,1.1499754e-07,-7.800102e-08,-0.0014083333,-0.0015183333,-0.0014987828,-0.0025034945,-0.001563744,-5.1055467e-06,-0.0003811721,-0.064291716,-4.1319034e-08,2.7393458e-08,-0.03254368,-0.1323346,-0.004494441,-0.0020541102,5.1055467e-06,0.0008021374,0.032543685,-0.13092628,0.09838259,0.00011,-1.045918e-06,-1.3403474e-06,0.0010541064,-0.0009981189,-6.496121e-05,0.0,-1.3018004e-06,-1.1228742e-06,0.0010000038,-0.0034963223,0.002498389,0.0
3.254131926877288e-07,-0.00600441,0.0039781462,-0.3407652,-0.6578147,-2.5,2.5,2.5,-0.6525988,-0.6585394,2.5,-15.183333,-2.5533712,18.0,-18.0,0.0013438195,0.0026561804,6.216475e-07,-4.196843e-07,-0.0003776006,0.033064775,1.4128352e-07,-9.53828e-08,-0.0014083333,-0.0015183333,-0.001344421,-0.0026578025,-0.0020788903,-5.1764946e-06,-0.0009051297,-0.11606233,-4.00294e-08,2.6520974e-08,-0.03254369,-0.18436185,-0.0046508573,-0.0027259504,5.1764946e-06,0.00079616,0.032543685,-0.1829535,0.15040983,0.00011,-1.0567021e-06,-1.3242964e-06,0.0017259467,-0.0010002477,-0.0007344694,0.0,-1.2945848e-06,-1.1335725e-06,0.0010000038,-0.0036506094,0.002652626,0.0
3.329570980146944e-07,-0.00577198,0.0038215064,-0.30315784,-0.6953332,-2.5,2.5,2.5,-0.6902697,-0.6960713,2.5,-15.183333,-3.6795719,18.0,-18.0,0.0011938746,0.0028061252,7.3330995e-07,-4.9344465e-07,-0.00037231637,0.032585718,1.6666135e-07,-1.12146516e-07,-0.0014083333,-0.0015183333,-0.0011943207,-0.0028078503,-0.0025807458,-5.272528e-06,-0.0014234772,-0.16725327,-3.8479868e-08,2.5476709e-08,-0.03254369,-0.23558679,-0.004800627,-0.0033779214,5.272528e-06,0.00078495225,0.032543685,-0.23417845,0.20163478,0.00011,-1.0684186e-06,-1.3074941e-06,0.0023779178,-0.0010000028,-0.0013864251,0.0,-1.2867566e-06,-1.1447603e-06,0.0010000038,-0.003800624,0.0028025776,0.0
3.538394511646886e-07,-0.0049384055,0.0032624435,-0.2063844,-0.7917981,-2.5,2.5,2.5,-0.78747886,-0.79259104,2.5,-15.183333,-6.6703267,18.0,-18.0,0.00080897554,0.0031910245,1.0155717e-06,-6.795231e-07,-0.0003452458,0.0301709,2.3081174e-07,-1.5443707e-07,-0.0014083333,-0.0015183333,-0.0008090201,-0.0031930143,-0.0038739631,-5.663523e-06,-0.0028013561,-0.30319667,-3.2922706e-08,2.1749624e-08,-0.032543693,-0.37046617,-0.0051856395,-0.0050574415,5.663523e-06,0.00072736124,0.03254369,-0.36905783,0.33651417,0.00011,-1.105065e-06,-1.2579862e-06,0.0040574376,-0.0010000028,-0.003064943,0.0,-1.2623253e-06,-1.1776706e-06,0.0010000039,-0.0041856365,0.003187351,0.0
3.747218043146828e-07,-0.0038599547,0.0025421614,-0.12406581,-0.8737293,-2.5,2.5,2.5,-0.8705954,-0.87460035,2.5,-15.183333,-9.359891,18.0,-18.0,0.00048305365,0.0035169465,1.247483e-06,-8.3193447e-07,-0.0003010792,0.026262075,2.8351886e-07,-1.89076e-07,-0.0014083333,-0.0015183333,-0.00048275443,-0.0035191625,-0.004976864,-6.2218487e-06,-0.004042522,-0.4254496,-2.573303e-08,1.6947743e-08,-0.032543696,-0.49000728,-0.005511554,-0.006487982,6.2218487e-06,0.0006332628,0.032543693,-0.48859894,0.45605528,0.00011,-1.1464193e-06,-1.206056e-06,0.005487978,-0.001000003,-0.004494109,0.0,-1.234818e-06,-1.2121286e-06,0.001000004,-0.004511551,0.0035129406,0.0
3.92074745664678e-07,-0.0028153632,0.0018462582,-0.06962453,-0.92780226,-2.5,2.5,2.5,-0.92594767,-0.9287534,2.5,-15.183333,-11.269187,18.0,-18.0,0.0002688385,0.0037311616,1.3935596e-06,-9.27496e-07,-0.00025290556,0.022013124,3.1671811e-07,-2.1079455e-07,-0.0014083333,-0.0015183333,-0.0002683099,-0.003733528,-0.005708821,-6.7936016e-06,-0.004925352,-0.51223576,-1.8769088e-08,1.2308388e-08,-0.032543696,-0.57337916,-0.005725671,-0.00743576,6.7936016e-06,0.00053056324,0.032543693,-0.5719708,0.53942716,0.00011,-1.1829047e-06,-1.162901e-06,0.006435756,-0.0010000031,-0.0054405113,0.0,-1.2105913e-06,-1.2407187e-06,0.001000004,-0.0047256676,0.0037267345,0.0
4.0942768701467316e-07,-0.0016741299,0.0010873576,-0.029862637,-0.96716714,-2.5,2.5,2.5,-0.9668125,-0.9682091,2.5,-15.183333,-12.812713,18.0,-18.0,0.00011390533,0.0038860948,1.4918959e-06,-9.912928e-07,-0.00019607141,0.017010357,3.3906724e-07,-2.2529382e-07,-0.0014083333,-0.0015183333,-0.00011320685,-0.0038885723,-0.0062463325,-7.4423733e-06,-0.005640905,-0.58239603,-1.1160866e-08,7.249051e-09,-0.032543696,-0.6391954,-0.0058804257,-0.008129914,7.4423733e-06,0.0004093563,0.032543696,-0.63778704,0.6052433,0.00011,-1.2199812e-06,-1.1213248e-06,0.00712991,-0.0010000031,-0.0061331256,0.0,-1.1860086e-06,-1.2682211e-06,0.0010000041,-0.0048804227,0.00388113,0.0
4.2060415771467006e-07,-0.0009060385,0.000577268,-0.0126889115,-0.9840762,-2.5,2.5,2.5,-0.98478085,-0.9851809,2.5,-15.183333,-13.587796,18.0,-18.0,4.809439e-05,0.0039519058,1.5283478e-06,-1.014472e-06,-0.00015577613,0.013467928,3.4735177e-07,-2.3056181e-07,-0.0014083333,-0.0015183333,-4.7320777e-05,-0.0039544315,-0.006480613,-7.890748e-06,-0.006001436,-0.6176271,-6.0402567e-09,3.8484536e-09,-0.0325437,-0.67120427,-0.005946082,-0.008431134,7.890748e-06,0.0003234009,0.032543696,-0.66979593,0.6372523,0.00011,-1.2435836e-06,-1.0960468e-06,0.00743113,-0.0010000031,-0.0064332923,0.0,-1.1703811e-06,-1.2849147e-06,0.0010000041,-0.004946079,0.003946541,0.0
4.3178062841466696e-07,-0.00012496488,5.90554e-05,-0.0024265437,-0.9940715,-2.5,2.5,2.5,-0.9958907,-0.9952413,2.5,-15.183333,-14.17786,18.0,-18.0,1.0063731e-05,0.0039899363,1.5429802e-06,-1.0232336e-06,-0.00011326372,0.009733816,3.506773e-07,-2.3255309e-07,-0.0014083333,-0.0015183333,-9.243288e-06,-0.0039924923,-0.006623094,-8.355517e-06,-0.0062771286,-0.6444482,-8.330992e-10,3.9370268e-10,-0.0325437,-0.6945244,-0.0059839296,-0.008612777,8.355517e-06,0.00023270182,0.032543696,-0.69311607,0.6605724,0.00011,-1.266565e-06,-1.0723821e-06,0.0076127728,-0.0010000031,-0.006613851,0.0,-1.1551767e-06,-1.3005291e-06,0.0010000041,-0.0049839267,0.0039841365,0.0
4.323688637146668e-07,-8.3706516e-05,3.1695454e-05,-0.0020811486,-0.9944028,-2.5,2.5,2.5,-0.9962819,-0.9955761,2.5,-15.183333,-14.203618,18.0,-18.0,8.84397e-06,0.003991156,1.5431455e-06,-1.0232905e-06,-0.00011097614,0.0095329685,3.5071486e-07,-2.32566e-07,-0.0014083333,-0.0015183333,-8.021856e-06,-0.003993713,-0.006628005,-8.380309e-06,-0.006289208,-0.64561903,-5.5804344e-10,2.1130303e-10,-0.0325437,-0.6955042,-0.005985139,-0.008618967,8.380309e-06,0.00022782096,0.032543696,-0.69409585,0.6615522,0.00011,-1.2677514e-06,-1.0711874e-06,0.007618963,-0.0010000031,-0.0066199834,0.0,-1.1543924e-06,-1.3013166e-06,0.0010000041,-0.004985136,0.003985333,0.0
4.3295709901466663e-07,-4.2444542e-05,4.3345317e-06,-0.0017553429,-0.9947146,-2.5,2.5,2.5,-0.9966537,-0.99589133,2.5,-15.183333,-14.228839,18.0,-18.0,7.702818e-06,0.003992297,1.5432502e-06,-1.0233066e-06,-0.00010868418,0.009331746,3.5073867e-07,-2.3256969e-07,-0.0014083333,-0.0015183333,-6.87911e-06,-0.003994855,-0.0066326554,-8.405126e-06,-0.0063010403,-0.6467654,-2.8296362e-10,2.889688e-11,-0.0325437,-0.6964589,-0.0059862696,-0.008624817,8.405126e-06,0.00022293071,0.032543696,-0.69505054,0.6625069,0.00011,-1.2689351e-06,-1.069998e-06,0.0076248134,-0.0010000031,-0.006625776,0.0,-1.1536099e-06,-1.3021005e-06,0.0010000041,-0.0049862666,0.00398645,0.0
4.3354533431466647e-07,-1.1805778e-06,-2.3026283e-05,-0.0014491396,-0.99500674,-2.5,2.5,2.5,-0.99700594,-0.996187,2.5,-15.183333,-14.25352,18.0,-18.0,6.640317e-06,0.00399336,1.5432944e-06,-1.0232824e-06,-0.00010638793,0.009130155,3.5074873e-07,-2.3256418e-07,-0.0014083333,-0.0015183333,-5.8150963e-06,-0.0039959187,-0.006637045,-8.429969e-06,-0.006312626,-0.6478873,-7.8705185e-12,-1.5350855e-10,-0.0325437,-0.69738847,-0.0059873215,-0.008630329,8.429969e-06,0.00021803129,0.032543696,-0.69598013,0.6634365,0.00011,-1.2701161e-06,-1.0688142e-06,0.007630325,-0.0010000031,-0.00663123,0.0,-1.1528293e-06,-1.3028806e-06,0.0010000041,-0.0049873185,0.003987489,0.0
4.341335696146663e-07,4.008376e-05,-5.038591e-05,-0.0011625506,-0.9952793,-2.5,2.5,2.5,-0.99733865,-0.996463,2.5,-15.183333,-14.277662,18.0,-18.0,5.6565113e-06,0.0039943433,1.5432779e-06,-1.0232176e-06,-0.000104087485,0.008928203,3.5074498e-07,-2.3254945e-07,-0.0014083333,-0.0015183333,-4.829857e-06,-0.003996903,-0.006641174,-8.454836e-06,-0.006323964,-0.6489847,2.6722505e-10,-3.3590605e-10,-0.0325437,-0.6982929,-0.0059882947,-0.008635501,8.454836e-06,0.00021312285,0.032543696,-0.6968846,0.6643409,0.00011,-1.2712943e-06,-1.0676357e-06,0.007635497,-0.0010000031,-0.0066363444,0.0,-1.1520506e-06,-1.303657e-06,0.0010000041,-0.0049882918,0.0039884485,0.0
4.3472180491466614e-07,8.134684e-05,-7.774326e-05,-0.0008955875,-0.9955322,-2.5,2.5,2.5,-0.9976519,-0.99671936,2.5,-15.183333,-14.301264,18.0,-18.0,4.7514386e-06,0.0039952486,1.5432008e-06,-1.0231123e-06,-0.00010178293,0.008725899,3.5072745e-07,-2.3252552e-07,-0.0014083333,-0.0015183333,-3.923431e-06,-0.0039978093,-0.006645042,-8.479726e-06,-0.0063350536,-0.6500575,5.423123e-10,-5.182884e-10,-0.0325437,-0.6991722,-0.0059891893,-0.008640333,8.479726e-06,0.00020820562,0.032543696,-0.69776386,0.6652202,0.00011,-1.2724697e-06,-1.0664629e-06,0.007640329,-0.0010000031,-0.006641119,0.0,-1.1512736e-06,-1.3044297e-06,0.0010000041,-0.0049891863,0.0039893296,0.0
4.35310040214666e-07,0.00012260706,-0.00010509726,-0.00064826064,-0.9957655,-2.5,2.5,2.5,-0.9979456,-0.99695617,2.5,-15.183333,-14.324325,18.0,-18.0,3.925135e-06,0.0039960747,1.5430629e-06,-1.0229666e-06,-9.9474346e-05,0.00852325,3.5069613e-07,-2.3249241e-07,-0.0014083333,-0.0015183333,-3.0958543e-06,-0.0039986363,-0.006648649,-8.504638e-06,-0.0063458947,-0.65110564,8.173804e-10,-7.006484e-10,-0.0325437,-0.7000263,-0.0059900046,-0.008644826,8.504638e-06,0.00020327978,0.032543696,-0.69861794,0.6660743,0.00011,-1.2736423e-06,-1.0652957e-06,0.0076448214,-0.0010000031,-0.0066455533,0.0,-1.1504987e-06,-1.3051986e-06,0.0010000041,-0.0049900017,0.0039901314,0.0
4.358982755146658e-07,0.00016386277,-0.00013244682,-0.00042057992,-0.9959792,-2.5,2.5,2.5,-0.9982197,-0.9971733,2.5,-15.183333,-14.346843,18.0,-18.0,3.177633e-06,0.0039968225,1.5428643e-06,-1.0227805e-06,-9.716184e-05,0.008320265,3.5065096e-07,-2.324501e-07,-0.0014083333,-0.0015183333,-2.3471594e-06,-0.0039993846,-0.0066519943,-8.5295715e-06,-0.006356487,-0.65212923,1.0924185e-09,-8.829788e-10,-0.0325437,-0.70085514,-0.005990742,-0.008648978,8.5295715e-06,0.00019834553,0.032543696,-0.6994468,0.66690314,0.00011,-1.274812e-06,-1.064134e-06,0.0076489733,-0.0010000031,-0.0066496474,0.0,-1.1497258e-06,-1.3059637e-06,0.0010000041,-0.0049907384,0.003990855,0.0
4.3648651081466565e-07,0.00020511236,-0.00015979086,-0.00021255431,-0.9961732,-2.5,2.5,2.5,-0.99847436,-0.99737084,2.5,-15.183333,-14.368817,18.0,-18.0,2.508962e-06,0.003997491,1.5426048e-06,-1.022554e-06,-9.4845505e-05,0.008116952,3.50592e-07,-2.3239863e-07,-0.0014083333,-0.0015183333,-1.6773762e-06,-0.0040000537,-0.006655079,-8.554525e-06,-0.0063668303,-0.6531281,1.3674157e-09,-1.0652724e-09,-0.0325437,-0.7016587,-0.0059913993,-0.0086527895,8.554525e-06,0.00019340304,0.032543696,-0.7002504,0.6677067,0.00011,-1.2759788e-06,-1.0629782e-06,0.007652785,-0.0010000031,-0.006653401,0.0,-1.1489549e-06,-1.3067249e-06,0.0010000041,-0.0049913963,0.003991499,0.0
4.370747461146655e-07,0.00024635418,-0.00018712832,-2.4192037e-05,-0.99634755,-2.5,2.5,2.5,-0.9987094,-0.99754864,2.5,-15.183333,-14.390248,18.0,-18.0,1.9191486e-06,0.0039980807,1.5422843e-06,-1.0222872e-06,-9.252542e-05,0.0079133175,3.5051914e-07,-2.3233798e-07,-0.0014083333,-0.0015183333,-1.086531e-06,-0.004000644,-0.006657901,-8.579498e-06,-0.0063769235,-0.6541022,1.6423612e-09,-1.2475221e-09,-0.0325437,-0.702437,-0.005991978,-0.008656261,8.579498e-06,0.00018845254,0.032543696,-0.70102865,0.668485,0.00011,-1.2771426e-06,-1.0618281e-06,0.0076562567,-0.0010000031,-0.006656815,0.0,-1.1481859e-06,-1.3074823e-06,0.0010000041,-0.004991975,0.003992065,0.0
4.3766298141466533e-07,0.00028758662,-0.00021445808,0.00014449943,-0.9965022,-2.5,2.5,2.5,-0.99892485,-0.99770683,2.5,-15.183333,-14.411135,18.0,-18.0,1.4082161e-06,0.0039985916,1.5419027e-06,-1.02198e-06,-9.020168e-05,0.0077093714,3.5043246e-07,-2.3226818e-07,-0.0014083333,-0.0015183333,-5.7464746e-07,-0.0040011555,-0.0066604624,-8.604489e-06,-0.006386766,-0.6550516,1.9172441e-09,-1.4297206e-09,-0.0325437,-0.7031899,-0.005992478,-0.008659392,8.604489e-06,0.00018349421,0.032543696,-0.7017816,0.6692379,0.00011,-1.2783032e-06,-1.0606839e-06,0.0076593873,-0.0010000031,-0.0066598877,0.0,-1.147419e-06,-1.3082358e-06,0.0010000041,-0.0049924753,0.003992551,0.0
4.3825121671466516e-07,0.00032880806,-0.00024177911,0.00029351338,-0.9966372,-2.5,2.5,2.5,-0.9991207,-0.99784535,2.5,-15.183333,-14.431475,18.0,-18.0,9.761845e-07,0.0039990237,1.5414603e-06,-1.0216326e-06,-8.787439e-05,0.0075051207,3.5033187e-07,-2.3218921e-07,-0.0014083333,-0.0015183333,-1.417457e-07,-0.004001588,-0.006662762,-8.629499e-06,-0.006396359,-0.6559761,2.1920539e-09,-1.6118608e-09,-0.0325437,-0.7039175,-0.005992899,-0.008662182,8.629499e-06,0.00017852824,0.032543696,-0.70250916,0.66996545,0.00011,-1.2794609e-06,-1.0595454e-06,0.0076621776,-0.0010000031,-0.0066626198,0.0,-1.1466542e-06,-1.3089855e-06,0.0010000041,-0.004992896,0.003992959,0.0
4.38839452014665e-07,0.00037001685,-0.0002690903,0.00042284394,-0.9967526,-2.5,2.5,2.5,-0.999297,-0.9979642,2.5,-15.183333,-14.451268,18.0,-18.0,6.2307095e-07,0.003999377,1.5409566e-06,-1.0212449e-06,-8.554362e-05,0.007300574,3.5021742e-07,-2.321011e-07,-0.0014083333,-0.0015183333,2.1215703e-07,-0.004001942,-0.006664799,-8.654523e-06,-0.0064057005,-0.65687585,2.466779e-09,-1.7939353e-09,-0.0325437,-0.70461965,-0.005993241,-0.008664631,8.654523e-06,0.00017355483,0.032543696,-0.7032113,0.67066765,0.00011,-1.2806154e-06,-1.0584129e-06,0.007664627,-0.0010000031,-0.0066650114,0.0,-1.1458915e-06,-1.3097311e-06,0.0010000041,-0.004993238,0.003993287,0.0
4.3942768731466484e-07,0.00041121134,-0.0002963906,0.00053248595,-0.9968483,-2.5,2.5,2.5,-0.9994537,-0.9980634,2.5,-15.183333,-14.470514,18.0,-18.0,3.4888936e-07,0.003999651,1.540392e-06,-1.020817e-06,-8.320948e-05,0.007095739,3.5008907e-07,-2.3200386e-07,-0.0014083333,-0.0015183333,4.870467e-07,-0.0040022163,-0.0066665746,-8.6795635e-06,-0.006414791,-0.65775067,2.7414089e-09,-1.9759374e-09,-0.0325437,-0.7052964,-0.005993504,-0.00866674,8.6795635e-06,0.00016857417,0.032543696,-0.70388806,0.6713444,0.00011,-1.2817667e-06,-1.0572863e-06,0.0076667354,-0.0010000031,-0.0066670617,0.0,-1.1451309e-06,-1.3104728e-06,0.0010000041,-0.004993501,0.003993537,0.0
4.400159226146647e-07,0.00045238994,-0.00032367892,0.0006224351,-0.9969243,-2.5,2.5,2.5,-0.9995908,-0.9981429,2.5,-15.183333,-14.489213,18.0,-18.0,1.5365057e-07,0.0039998465,1.539766e-06,-1.0203489e-06,-8.087205e-05,0.006890624,3.4994682e-07,-2.3189749e-07,-0.0014083333,-0.0015183333,6.829124e-07,-0.004002412,-0.006668088,-8.704618e-06,-0.00642363,-0.65860057,3.0159328e-09,-2.1578594e-09,-0.0325437,-0.7059477,-0.005993688,-0.0086685065,8.704618e-06,0.00016358648,0.032543696,-0.70453936,0.6719957,0.00011,-1.2829148e-06,-1.0561658e-06,0.0076685026,-0.0010000031,-0.006668771,0.0,-1.1443726e-06,-1.3112106e-06,0.0010000041,-0.004993685,0.0039937072,0.0
4.406041579146645e-07,0.00049355096,-0.0003509542,0.0006926878,-0.99698055,-2.5,2.5,2.5,-0.9997083,-0.99820274,2.5,-15.183333,-14.507362,18.0,-18.0,3.7362305e-08,0.0039999625,1.539079e-06,-1.0198407e-06,-7.853143e-05,0.0066852365,3.497907e-07,-2.3178198e-07,-0.0014083333,-0.0015183333,7.997464e-07,-0.0040025287,-0.0066693397,-8.729686e-06,-0.006432216,-0.65942556,3.2903398e-09,-2.3396944e-09,-0.0325437,-0.70657355,-0.005993793,-0.008669933,8.729686e-06,0.00015859194,0.032543696,-0.7045394,0.67262155,0.00011,-1.2840596e-06,-1.0550514e-06,0.007669929,-0.0010000031,-0.0066701393,0.0,-1.1436164e-06,-1.3119442e-06,0.0010000041,-0.00499379,0.003993799,0.0
4.4119239321466435e-07,0.0005346928,-0.0003782153,0.0007432412,-0.9970172,-2.5,2.5,2.5,-0.9998061,-0.99824286,2.5,-15.183333,-14.524962,18.0,-18.0,2.9140027e-11,0.004,1.5383308e-06,-1.0192924e-06,-7.618771e-05,0.006479585,3.4962065e-07,-2.3165737e-07,-0.0014083333,-0.0015183333,8.3754395e-07,-0.004002566,-0.0066703293,-8.754766e-06,-0.0064405506,-0.6602256,3.5646186e-09,-2.5214355e-09,-0.0325437,-0.7071739,-0.005993819,-0.008671018,8.754766e-06,0.00015359074,0.032543696,-0.70516527,0.6732219,0.00011,-1.285201e-06,-1.053943e-06,0.0076710144,-0.0010000031,-0.0066711665,0.0,-1.1428624e-06,-1.3126738e-06,0.0010000041,-0.004993816,0.0039938116,0.0
4.417806285146642e-07,0.0005758138,-0.00040546127,0.00077409344,-0.99703413,-2.5,2.5,2.5,-0.99988437,-0.9982633,2.5,-15.183333,-14.542012,18.0,-18.0,4.165255e-08,0.0039999583,1.5375215e-06,-1.018704e-06,-7.384099e-05,0.0062736785,3.494367e-07,-2.3152364e-07,-0.0014083333,-0.0015183333,7.9630354e-07,-0.0040025245,-0.0066710566,-8.779857e-06,-0.0064486326,-0.66100055,3.8387586e-09,-2.703075e-09,-0.0325437,-0.7077487,-0.005993766,-0.008671762,8.779857e-06,0.00014858309,0.032543696,-0.7057656,0.6737967,0.00011,-1.2863392e-06,-1.0528408e-06,0.0076717585,-0.0010000031,-0.006671853,0.0,-1.1421107e-06,-1.3133994e-06,0.0010000041,-0.004993763,0.003993745,0.0
4.42368863814664e-07,0.0006169124,-0.00043269093,0.00078524306,-0.99703133,-2.5,2.5,2.5,-0.999943,-0.998264,2.5,-15.183333,-14.558512,18.0,-18.0,1.6223089e-07,0.0039998377,1.536651e-06,-1.0180756e-06,-7.149134e-05,0.0060675237,3.4923886e-07,-2.3138081e-07,-0.0014083333,-0.0015183333,6.7602684e-07,-0.0040024044,-0.006671522,-8.804959e-06,-0.0064564613,-0.6617505,4.1127493e-09,-2.884606e-09,-0.0325437,-0.708298,-0.0059936335,-0.008672166,8.804959e-06,0.00014356918,0.032543696,-0.70634043,0.67434597,0.00011,-1.2874739e-06,-1.0517449e-06,0.0076721613,-0.0010000031,-0.0066721975,0.0,-1.1413613e-06,-1.3141208e-06,0.0010000041,-0.0049936306,0.003993599,0.0
4.4295709911466386e-07,0.00065798685,-0.00045990327,0.0007766898,-0.9970089,-2.5,2.5,2.5,-0.999982,-0.9982451,2.5,-15.183333,-14.574459,18.0,-18.0,3.6175942e-07,0.0039996384,1.5357194e-06,-1.017407e-06,-6.913888e-05,0.0058611296,3.4902715e-07,-2.3122888e-07,-0.0014083333,-0.0015183333,4.767186e-07,-0.0040022046,-0.006671725,-8.83007e-06,-0.0064640366,-0.6624754,4.386579e-09,-3.0660217e-09,-0.0325437,-0.7088217,-0.0059934226,-0.008672227,8.83007e-06,0.0001385492,0.032543696,-0.7068897,0.6748697,0.00011,-1.2886051e-06,-1.0506551e-06,0.007672223,-0.0010000031,-0.006672201,0.0,-1.1406141e-06,-1.3148381e-06,0.0010000041,-0.0049934196,0.0039933748,0.0
